indicadores,grupos_coicop_nombre,provincias_nombre,periodos_id,IPC
Índices,Vestido y calzado,Segovia,2007M01,93.38
Índices,Vestido y calzado,Segovia,2008M01,94.96
Índices,Vestido y calzado,Segovia,2009M01,94.21
Índices,Vestido y calzado,Segovia,2010M01,93.33
Índices,Vestido y calzado,Segovia,2011M01,93.5
Índices,Vestido y calzado,Segovia,2012M01,93.69
Índices,Vestido y calzado,Segovia,2013M01,93.18
Índices,Vestido y calzado,Segovia,2014M01,93.38
Índices,Vestido y calzado,Segovia,2015M01,92.95
Índices,Vestido y calzado,Segovia,2016M01,93.26
Índices,Vestido y calzado,Sevilla,2002M01,87.38
Índices,Vestido y calzado,Sevilla,2003M01,90.57
Índices,Vestido y calzado,Sevilla,2004M01,91.53
Índices,Vestido y calzado,Sevilla,2005M01,92.92
Índices,Vestido y calzado,Sevilla,2006M01,93.35
Índices,Vestido y calzado,Sevilla,2007M01,94.14
Índices,Vestido y calzado,Sevilla,2008M01,94.71
Índices,Vestido y calzado,Sevilla,2009M01,93.11
Índices,Vestido y calzado,Sevilla,2010M01,91.9
Índices,Vestido y calzado,Sevilla,2011M01,92.38
Índices,Vestido y calzado,Sevilla,2012M01,92.42
Índices,Vestido y calzado,Sevilla,2013M01,92.2
Índices,Vestido y calzado,Sevilla,2014M01,91.95
Índices,Vestido y calzado,Sevilla,2015M01,91.72
Índices,Vestido y calzado,Sevilla,2016M01,92.19
Índices,Vestido y calzado,Soria,2002M01,87.43
Índices,Vestido y calzado,Soria,2003M01,90.74
Índices,Vestido y calzado,Soria,2004M01,89.7
Índices,Vestido y calzado,Soria,2005M01,90.42
Índices,Vestido y calzado,Soria,2006M01,90.78
Índices,Vestido y calzado,Soria,2007M01,91.99
Índices,Vestido y calzado,Soria,2008M01,93.3
Índices,Vestido y calzado,Soria,2009M01,92.38
Índices,Vestido y calzado,Soria,2010M01,91.65
Índices,Vestido y calzado,Soria,2011M01,91.7
Índices,Vestido y calzado,Soria,2012M01,91.68
Índices,Vestido y calzado,Soria,2013M01,91.05
Índices,Vestido y calzado,Soria,2014M01,91.2
Índices,Vestido y calzado,Soria,2015M01,91.21
Índices,Vestido y calzado,Soria,2016M01,91.5
Índices,Vestido y calzado,Tarragona,2002M01,92.14
Índices,Vestido y calzado,Tarragona,2003M01,94.31
Índices,Vestido y calzado,Tarragona,2004M01,94.05
Índices,Vestido y calzado,Tarragona,2005M01,94.47
Índices,Vestido y calzado,Tarragona,2006M01,95.11
Índices,Vestido y calzado,Tarragona,2007M01,96.54
Índices,Vestido y calzado,Tarragona,2008M01,97.43
Índices,Vestido y calzado,Tarragona,2009M01,95.73
Índices,Vestido y calzado,Tarragona,2010M01,94.28
Índices,Vestido y calzado,Tarragona,2011M01,94.45
Índices,Vestido y calzado,Tarragona,2012M01,94.34
Índices,Vestido y calzado,Tarragona,2013M01,94.51
Índices,Vestido y calzado,Tarragona,2014M01,94.26
Índices,Vestido y calzado,Tarragona,2015M01,93.93
Índices,Vestido y calzado,Tarragona,2016M01,94.18
Índices,Vestido y calzado,Teruel,2002M01,87.69
Índices,Vestido y calzado,Teruel,2003M01,91.05
Índices,Vestido y calzado,Teruel,2004M01,90.42
Índices,Vestido y calzado,Teruel,2005M01,91
Índices,Vestido y calzado,Teruel,2006M01,92.14
Índices,Vestido y calzado,Teruel,2007M01,93.05
Índices,Vestido y calzado,Teruel,2008M01,93.65
Índices,Vestido y calzado,Teruel,2009M01,92.07
Índices,Vestido y calzado,Teruel,2010M01,91.4
Índices,Vestido y calzado,Teruel,2011M01,91.81
Índices,Vestido y calzado,Teruel,2012M01,91.83
Índices,Vestido y calzado,Teruel,2013M01,91.78
Índices,Vestido y calzado,Teruel,2014M01,91.37
Índices,Vestido y calzado,Teruel,2015M01,91.36
Índices,Vestido y calzado,Teruel,2016M01,91.41
Índices,Vestido y calzado,Toledo,2002M01,88.52
Índices,Vestido y calzado,Toledo,2003M01,90.27
Índices,Vestido y calzado,Toledo,2004M01,91.21
Índices,Vestido y calzado,Toledo,2005M01,93.15
Índices,Vestido y calzado,Toledo,2006M01,93.85
Índices,Vestido y calzado,Toledo,2007M01,95.42
Índices,Vestido y calzado,Toledo,2008M01,95.54
Índices,Vestido y calzado,Toledo,2009M01,94.76
Índices,Vestido y calzado,Toledo,2010M01,93.54
Índices,Vestido y calzado,Toledo,2011M01,93.58
Índices,Vestido y calzado,Toledo,2012M01,93.31
Índices,Vestido y calzado,Toledo,2013M01,92.98
Índices,Vestido y calzado,Toledo,2014M01,92.81
Índices,Vestido y calzado,Toledo,2015M01,92.56
Índices,Vestido y calzado,Toledo,2016M01,93.11
Índices,Vestido y calzado,Valencia/València,2002M01,86.8
Índices,Vestido y calzado,Valencia/València,2003M01,88.19
Índices,Vestido y calzado,Valencia/València,2004M01,89.48
Índices,Vestido y calzado,Valencia/València,2005M01,92.24
Índices,Vestido y calzado,Valencia/València,2006M01,94.06
Índices,Vestido y calzado,Valencia/València,2007M01,95.74
Índices,Vestido y calzado,Valencia/València,2008M01,97.03
Índices,Vestido y calzado,Valencia/València,2009M01,95.5
Índices,Vestido y calzado,Valencia/València,2010M01,94.55
Índices,Vestido y calzado,Valencia/València,2011M01,94.95
Índices,Vestido y calzado,Valencia/València,2012M01,95.06
Índices,Vestido y calzado,Valencia/València,2013M01,94.83
Índices,Vestido y calzado,Valencia/València,2014M01,94.34
Índices,Vestido y calzado,Valencia/València,2015M01,93.97
Índices,Vestido y calzado,Valencia/València,2016M01,94.4
Índices,Vestido y calzado,Valladolid,2002M01,85.59
Índices,Vestido y calzado,Valladolid,2003M01,88.72
Índices,Vestido y calzado,Valladolid,2004M01,89.81
Índices,Vestido y calzado,Valladolid,2005M01,91.15
Índices,Vestido y calzado,Valladolid,2006M01,93.24
Índices,Vestido y calzado,Valladolid,2007M01,94.83
Índices,Vestido y calzado,Valladolid,2008M01,95.22
Índices,Vestido y calzado,Valladolid,2009M01,93.62
Índices,Vestido y calzado,Valladolid,2010M01,93.02
Índices,Vestido y calzado,Valladolid,2011M01,93.48
Índices,Vestido y calzado,Valladolid,2012M01,93.55
Índices,Vestido y calzado,Valladolid,2013M01,93.27
Índices,Vestido y calzado,Valladolid,2014M01,93.29
Índices,Vestido y calzado,Valladolid,2015M01,93.03
Índices,Vestido y calzado,Valladolid,2016M01,93.19
Índices,Vestido y calzado,Zamora,2002M01,87.86
Índices,Vestido y calzado,Zamora,2003M01,90.07
Índices,Vestido y calzado,Zamora,2004M01,90.26
Índices,Vestido y calzado,Zamora,2005M01,90.84
Índices,Vestido y calzado,Zamora,2006M01,91.49
Índices,Vestido y calzado,Zamora,2007M01,92.57
Índices,Vestido y calzado,Zamora,2008M01,94.09
Índices,Vestido y calzado,Zamora,2009M01,93.14
Índices,Vestido y calzado,Zamora,2010M01,91.96
Índices,Vestido y calzado,Zamora,2011M01,92.47
Índices,Vestido y calzado,Zamora,2012M01,92.22
Índices,Vestido y calzado,Zamora,2013M01,91.93
Índices,Vestido y calzado,Zamora,2014M01,91.47
Índices,Vestido y calzado,Zamora,2015M01,91.31
Índices,Vestido y calzado,Zamora,2016M01,91.6
Índices,Vestido y calzado,Zaragoza,2002M01,88.44
Índices,Vestido y calzado,Zaragoza,2003M01,90.16
Índices,Vestido y calzado,Zaragoza,2004M01,90.18
Índices,Vestido y calzado,Zaragoza,2005M01,91.11
Índices,Vestido y calzado,Zaragoza,2006M01,92.12
Índices,Vestido y calzado,Zaragoza,2007M01,93.31
Índices,Vestido y calzado,Zaragoza,2008M01,94.73
Índices,Vestido y calzado,Zaragoza,2009M01,93.06
Índices,Vestido y calzado,Zaragoza,2010M01,92.11
Índices,Vestido y calzado,Zaragoza,2011M01,92.79
Índices,Vestido y calzado,Zaragoza,2012M01,92.78
Índices,Vestido y calzado,Zaragoza,2013M01,92.78
Índices,Vestido y calzado,Zaragoza,2014M01,92.81
Índices,Vestido y calzado,Zaragoza,2015M01,92.76
Índices,Vestido y calzado,Zaragoza,2016M01,93.22
Índices,Vestido y calzado,Ceuta,2002M01,88.96
Índices,Vestido y calzado,Ceuta,2003M01,90.42
Índices,Vestido y calzado,Ceuta,2004M01,89
Índices,Vestido y calzado,Ceuta,2005M01,89.28
Índices,Vestido y calzado,Ceuta,2006M01,90.71
Índices,Vestido y calzado,Ceuta,2007M01,91.85
Índices,Vestido y calzado,Ceuta,2008M01,92.14
Índices,Vestido y calzado,Ceuta,2009M01,90.99
Índices,Vestido y calzado,Ceuta,2010M01,89.34
Índices,Vestido y calzado,Ceuta,2011M01,89.8
Índices,Vestido y calzado,Ceuta,2012M01,89.57
Índices,Vestido y calzado,Ceuta,2013M01,89.32
Índices,Vestido y calzado,Ceuta,2014M01,88.2
Índices,Vestido y calzado,Ceuta,2015M01,88.07
Índices,Vestido y calzado,Ceuta,2016M01,88.79
Índices,Vestido y calzado,Melilla,2002M01,93.45
Índices,Vestido y calzado,Melilla,2003M01,94.02
Índices,Vestido y calzado,Melilla,2004M01,92.08
Índices,Vestido y calzado,Melilla,2005M01,90.79
Índices,Vestido y calzado,Melilla,2006M01,90.81
Índices,Vestido y calzado,Melilla,2007M01,92.05
Índices,Vestido y calzado,Melilla,2008M01,93.27
Índices,Vestido y calzado,Melilla,2009M01,92.79
Índices,Vestido y calzado,Melilla,2010M01,91.51
Índices,Vestido y calzado,Melilla,2011M01,92.08
Índices,Vestido y calzado,Melilla,2012M01,91.8
Índices,Vestido y calzado,Melilla,2013M01,91.48
Índices,Vestido y calzado,Melilla,2014M01,90.32
Índices,Vestido y calzado,Melilla,2015M01,90.08
Índices,Vestido y calzado,Melilla,2016M01,90.61
Índices,Vivienda,España,2002M01,66.5
Índices,Vivienda,España,2003M01,68.45
Índices,Vivienda,España,2004M01,70.34
Índices,Vivienda,España,2005M01,73.12
Índices,Vivienda,España,2006M01,78.8
Índices,Vivienda,España,2007M01,81.86
Índices,Vivienda,España,2008M01,86.23
Índices,Vivienda,España,2009M01,90.21
Índices,Vivienda,España,2010M01,91.25
Índices,Vivienda,España,2011M01,98.36
Índices,Vivienda,España,2012M01,101.73
Índices,Vivienda,España,2013M01,106.2
Índices,Vivienda,España,2014M01,107.42
Índices,Vivienda,España,2015M01,106.97
Índices,Vivienda,España,2016M01,100.58
Índices,Vivienda,Albacete,2002M01,64.08
Índices,Vivienda,Albacete,2003M01,65.69
Índices,Vivienda,Albacete,2004M01,67.1
Índices,Vivienda,Albacete,2005M01,71.8
Índices,Vivienda,Albacete,2006M01,77.25
Índices,Vivienda,Albacete,2007M01,79.11
Índices,Vivienda,Albacete,2008M01,84.68
Índices,Vivienda,Albacete,2009M01,86.13
Índices,Vivienda,Albacete,2010M01,89.08
Índices,Vivienda,Albacete,2011M01,98.03
Índices,Vivienda,Albacete,2012M01,102.3
Índices,Vivienda,Albacete,2013M01,106.45
Índices,Vivienda,Albacete,2014M01,108.34
Índices,Vivienda,Albacete,2015M01,105.6
Índices,Vivienda,Albacete,2016M01,97.33
Índices,Vivienda,Alicante/Alacant,2002M01,67.3
Índices,Vivienda,Alicante/Alacant,2003M01,68.67
Índices,Vivienda,Alicante/Alacant,2004M01,70.33
Índices,Vivienda,Alicante/Alacant,2005M01,73.61
Índices,Vivienda,Alicante/Alacant,2006M01,78.48
Índices,Vivienda,Alicante/Alacant,2007M01,81.98
Índices,Vivienda,Alicante/Alacant,2008M01,85.63
Índices,Vivienda,Alicante/Alacant,2009M01,91
Índices,Vivienda,Alicante/Alacant,2010M01,91.51
Índices,Vivienda,Alicante/Alacant,2011M01,98.59
Índices,Vivienda,Alicante/Alacant,2012M01,101.85
Índices,Vivienda,Alicante/Alacant,2013M01,106.41
Índices,Vivienda,Alicante/Alacant,2014M01,107.94
Índices,Vivienda,Alicante/Alacant,2015M01,108.44
Índices,Vivienda,Alicante/Alacant,2016M01,101.76
Índices,Vivienda,Almería,2002M01,67.87
Índices,Vivienda,Almería,2003M01,69.16
Índices,Vivienda,Almería,2004M01,70.84
Índices,Vivienda,Almería,2005M01,75.37
Índices,Vivienda,Almería,2006M01,80.71
Índices,Vivienda,Almería,2007M01,84.3
Índices,Vivienda,Almería,2008M01,88.64
Índices,Vivienda,Almería,2009M01,92.88
Índices,Vivienda,Almería,2010M01,93.04
Índices,Vivienda,Almería,2011M01,98.84
Índices,Vivienda,Almería,2012M01,101.29
Índices,Vivienda,Almería,2013M01,105.24
Índices,Vivienda,Almería,2014M01,106.72
Índices,Vivienda,Almería,2015M01,107.11
Índices,Vivienda,Almería,2016M01,100.6
Índices,Vivienda,Araba/Álava,2002M01,65.23
Índices,Vivienda,Araba/Álava,2003M01,68.12
Índices,Vivienda,Araba/Álava,2004M01,69.16
Índices,Vivienda,Araba/Álava,2005M01,71.3
Índices,Vivienda,Araba/Álava,2006M01,78.21
Índices,Vivienda,Araba/Álava,2007M01,81.53
Índices,Vivienda,Araba/Álava,2008M01,86.24
Índices,Vivienda,Araba/Álava,2009M01,90.88
Índices,Vivienda,Araba/Álava,2010M01,91
Índices,Vivienda,Araba/Álava,2011M01,98.63
Índices,Vivienda,Araba/Álava,2012M01,101.39
Índices,Vivienda,Araba/Álava,2013M01,105.18
Índices,Vivienda,Araba/Álava,2014M01,105.72
Índices,Vivienda,Araba/Álava,2015M01,105.6
Índices,Vivienda,Araba/Álava,2016M01,100.25
Índices,Vivienda,Asturias,2002M01,64.66
Índices,Vivienda,Asturias,2003M01,67.06
Índices,Vivienda,Asturias,2004M01,68.47
Índices,Vivienda,Asturias,2005M01,71.57
Índices,Vivienda,Asturias,2006M01,76.4
Índices,Vivienda,Asturias,2007M01,79.11
Índices,Vivienda,Asturias,2008M01,84.58
Índices,Vivienda,Asturias,2009M01,88.37
Índices,Vivienda,Asturias,2010M01,89.9
Índices,Vivienda,Asturias,2011M01,98.18
Índices,Vivienda,Asturias,2012M01,102.23
Índices,Vivienda,Asturias,2013M01,107.02
Índices,Vivienda,Asturias,2014M01,108.45
Índices,Vivienda,Asturias,2015M01,107.17
Índices,Vivienda,Asturias,2016M01,100.21
Índices,Vivienda,Ávila,2002M01,61.5
Índices,Vivienda,Ávila,2003M01,65.65
Índices,Vivienda,Ávila,2004M01,65.42
Índices,Vivienda,Ávila,2005M01,68.58
Índices,Vivienda,Ávila,2006M01,77.19
Índices,Vivienda,Ávila,2007M01,77.87
Índices,Vivienda,Ávila,2008M01,85.01
Índices,Vivienda,Ávila,2009M01,83.67
Índices,Vivienda,Ávila,2010M01,85.79
Índices,Vivienda,Ávila,2011M01,96.99
Índices,Vivienda,Ávila,2012M01,103.13
Índices,Vivienda,Ávila,2013M01,108.44
Índices,Vivienda,Ávila,2014M01,109.85
Índices,Vivienda,Ávila,2015M01,104.65
Índices,Vivienda,Ávila,2016M01,94.79
Índices,Vivienda,Badajoz,2002M01,66.54
Índices,Vivienda,Badajoz,2003M01,67.66
Índices,Vivienda,Badajoz,2004M01,70.21
Índices,Vivienda,Badajoz,2005M01,72.42
Índices,Vivienda,Badajoz,2006M01,77.26
Índices,Vivienda,Badajoz,2007M01,80.4
Índices,Vivienda,Badajoz,2008M01,84.26
Índices,Vivienda,Badajoz,2009M01,89.93
Índices,Vivienda,Badajoz,2010M01,90.27
Índices,Vivienda,Badajoz,2011M01,98.47
Índices,Vivienda,Badajoz,2012M01,101.52
Índices,Vivienda,Badajoz,2013M01,109.06
Índices,Vivienda,Badajoz,2014M01,110.5
Índices,Vivienda,Badajoz,2015M01,111.31
Índices,Vivienda,Badajoz,2016M01,102.38
Índices,Vivienda,Balears (Illes),2002M01,68.76
Índices,Vivienda,Balears (Illes),2003M01,70.98
Índices,Vivienda,Balears (Illes),2004M01,72.88
Índices,Vivienda,Balears (Illes),2005M01,75.92
Índices,Vivienda,Balears (Illes),2006M01,80.32
Índices,Vivienda,Balears (Illes),2007M01,83
Índices,Vivienda,Balears (Illes),2008M01,86.37
Índices,Vivienda,Balears (Illes),2009M01,90.51
Índices,Vivienda,Balears (Illes),2010M01,92.5
Índices,Vivienda,Balears (Illes),2011M01,98.65
Índices,Vivienda,Balears (Illes),2012M01,100.94
Índices,Vivienda,Balears (Illes),2013M01,105.17
Índices,Vivienda,Balears (Illes),2014M01,106.48
Índices,Vivienda,Balears (Illes),2015M01,106.64
Índices,Vivienda,Balears (Illes),2016M01,101.14
Índices,Vivienda,Barcelona,2002M01,66.34
Índices,Vivienda,Barcelona,2003M01,68.95
Índices,Vivienda,Barcelona,2004M01,70.95
Índices,Vivienda,Barcelona,2005M01,73.68
Índices,Vivienda,Barcelona,2006M01,79.6
Índices,Vivienda,Barcelona,2007M01,82.85
Índices,Vivienda,Barcelona,2008M01,87.31
Índices,Vivienda,Barcelona,2009M01,91.98
Índices,Vivienda,Barcelona,2010M01,92.62
Índices,Vivienda,Barcelona,2011M01,98.65
Índices,Vivienda,Barcelona,2012M01,101.62
Índices,Vivienda,Barcelona,2013M01,106.94
Índices,Vivienda,Barcelona,2014M01,108.46
Índices,Vivienda,Barcelona,2015M01,109.15
Índices,Vivienda,Barcelona,2016M01,104.72
Índices,Vivienda,Bizkaia,2002M01,65.89
Índices,Vivienda,Bizkaia,2003M01,67.72
Índices,Vivienda,Bizkaia,2004M01,70.42
Índices,Vivienda,Bizkaia,2005M01,73.93
Índices,Vivienda,Bizkaia,2006M01,79.84
Índices,Vivienda,Bizkaia,2007M01,83.54
Índices,Vivienda,Bizkaia,2008M01,86.51
Índices,Vivienda,Bizkaia,2009M01,90.24
Índices,Vivienda,Bizkaia,2010M01,91.12
Índices,Vivienda,Bizkaia,2011M01,98.1
Índices,Vivienda,Bizkaia,2012M01,102.4
Índices,Vivienda,Bizkaia,2013M01,107.5
Índices,Vivienda,Bizkaia,2014M01,109.43
Índices,Vivienda,Bizkaia,2015M01,108.64
Índices,Vivienda,Bizkaia,2016M01,102.39
Índices,Vivienda,Burgos,2002M01,66.68
Índices,Vivienda,Burgos,2003M01,67.33
Índices,Vivienda,Burgos,2004M01,68.44
Índices,Vivienda,Burgos,2005M01,70.24
Índices,Vivienda,Burgos,2006M01,76.06
Índices,Vivienda,Burgos,2007M01,79.7
Índices,Vivienda,Burgos,2008M01,85.18
Índices,Vivienda,Burgos,2009M01,89.28
Índices,Vivienda,Burgos,2010M01,89.48
Índices,Vivienda,Burgos,2011M01,96.55
Índices,Vivienda,Burgos,2012M01,102.59
Índices,Vivienda,Burgos,2013M01,108.31
Índices,Vivienda,Burgos,2014M01,109.37
Índices,Vivienda,Burgos,2015M01,108.66
Índices,Vivienda,Burgos,2016M01,102.05
Índices,Vivienda,Cáceres,2002M01,68.17
Índices,Vivienda,Cáceres,2003M01,69.07
Índices,Vivienda,Cáceres,2004M01,71.11
Índices,Vivienda,Cáceres,2005M01,73.16
Índices,Vivienda,Cáceres,2006M01,79.82
Índices,Vivienda,Cáceres,2007M01,81.83
Índices,Vivienda,Cáceres,2008M01,85.69
Índices,Vivienda,Cáceres,2009M01,90.08
Índices,Vivienda,Cáceres,2010M01,91.07
Índices,Vivienda,Cáceres,2011M01,98.28
Índices,Vivienda,Cáceres,2012M01,101.42
Índices,Vivienda,Cáceres,2013M01,108.87
Índices,Vivienda,Cáceres,2014M01,110.23
Índices,Vivienda,Cáceres,2015M01,110.03
Índices,Vivienda,Cáceres,2016M01,101.86
Índices,Vivienda,Cádiz,2002M01,67.13
Índices,Vivienda,Cádiz,2003M01,67.96
Índices,Vivienda,Cádiz,2004M01,70.94
Índices,Vivienda,Cádiz,2005M01,73.25
Índices,Vivienda,Cádiz,2006M01,77.97
Índices,Vivienda,Cádiz,2007M01,82.03
Índices,Vivienda,Cádiz,2008M01,85.89
Índices,Vivienda,Cádiz,2009M01,92.01
Índices,Vivienda,Cádiz,2010M01,91.52
Índices,Vivienda,Cádiz,2011M01,98.33
Índices,Vivienda,Cádiz,2012M01,101.15
Índices,Vivienda,Cádiz,2013M01,105.44
Índices,Vivienda,Cádiz,2014M01,107.53
Índices,Vivienda,Cádiz,2015M01,108.61
Índices,Vivienda,Cádiz,2016M01,101.33
Índices,Vivienda,Cantabria,2002M01,66.19
Índices,Vivienda,Cantabria,2003M01,67.81
Índices,Vivienda,Cantabria,2004M01,70.78
Índices,Vivienda,Cantabria,2005M01,73.03
Índices,Vivienda,Cantabria,2006M01,77.45
Índices,Vivienda,Cantabria,2007M01,80.64
Índices,Vivienda,Cantabria,2008M01,85.09
Índices,Vivienda,Cantabria,2009M01,89.28
Índices,Vivienda,Cantabria,2010M01,90.78
Índices,Vivienda,Cantabria,2011M01,98.47
Índices,Vivienda,Cantabria,2012M01,101.79
Índices,Vivienda,Cantabria,2013M01,109.26
Índices,Vivienda,Cantabria,2014M01,110.08
Índices,Vivienda,Cantabria,2015M01,110.35
Índices,Vivienda,Cantabria,2016M01,103.9
Índices,Vivienda,Castellón/Castelló,2002M01,65.08
Índices,Vivienda,Castellón/Castelló,2003M01,67.15
Índices,Vivienda,Castellón/Castelló,2004M01,69.25
Índices,Vivienda,Castellón/Castelló,2005M01,72.24
Índices,Vivienda,Castellón/Castelló,2006M01,78.1
Índices,Vivienda,Castellón/Castelló,2007M01,80.88
Índices,Vivienda,Castellón/Castelló,2008M01,84.36
Índices,Vivienda,Castellón/Castelló,2009M01,88.28
Índices,Vivienda,Castellón/Castelló,2010M01,89.92
Índices,Vivienda,Castellón/Castelló,2011M01,98.66
Índices,Vivienda,Castellón/Castelló,2012M01,101.12
Índices,Vivienda,Castellón/Castelló,2013M01,105.34
Índices,Vivienda,Castellón/Castelló,2014M01,106.23
Índices,Vivienda,Castellón/Castelló,2015M01,105.28
Índices,Vivienda,Castellón/Castelló,2016M01,97.61
Índices,Vivienda,Ciudad Real,2002M01,64.45
Índices,Vivienda,Ciudad Real,2003M01,66.55
Índices,Vivienda,Ciudad Real,2004M01,67.61
Índices,Vivienda,Ciudad Real,2005M01,70.6
Índices,Vivienda,Ciudad Real,2006M01,77.38
Índices,Vivienda,Ciudad Real,2007M01,79.59
Índices,Vivienda,Ciudad Real,2008M01,85.33
Índices,Vivienda,Ciudad Real,2009M01,85.52
Índices,Vivienda,Ciudad Real,2010M01,87.29
Índices,Vivienda,Ciudad Real,2011M01,97.53
Índices,Vivienda,Ciudad Real,2012M01,103.12
Índices,Vivienda,Ciudad Real,2013M01,108.76
Índices,Vivienda,Ciudad Real,2014M01,110.58
Índices,Vivienda,Ciudad Real,2015M01,107.95
Índices,Vivienda,Ciudad Real,2016M01,98
Índices,Vivienda,Córdoba,2002M01,66.65
Índices,Vivienda,Córdoba,2003M01,67.15
Índices,Vivienda,Córdoba,2004M01,69.25
Índices,Vivienda,Córdoba,2005M01,70.87
Índices,Vivienda,Córdoba,2006M01,76.58
Índices,Vivienda,Córdoba,2007M01,79.24
Índices,Vivienda,Córdoba,2008M01,83.69
Índices,Vivienda,Córdoba,2009M01,88.22
Índices,Vivienda,Córdoba,2010M01,89.23
Índices,Vivienda,Córdoba,2011M01,98.06
Índices,Vivienda,Córdoba,2012M01,101.83
Índices,Vivienda,Córdoba,2013M01,106.35
Índices,Vivienda,Córdoba,2014M01,107.91
Índices,Vivienda,Córdoba,2015M01,108.38
Índices,Vivienda,Córdoba,2016M01,100.42
Índices,Vivienda,Coruña (A),2002M01,64.17
Índices,Vivienda,Coruña (A),2003M01,66.82
Índices,Vivienda,Coruña (A),2004M01,68.96
Índices,Vivienda,Coruña (A),2005M01,72.36
Índices,Vivienda,Coruña (A),2006M01,76.8
Índices,Vivienda,Coruña (A),2007M01,80.06
Índices,Vivienda,Coruña (A),2008M01,84.36
Índices,Vivienda,Coruña (A),2009M01,88.19
Índices,Vivienda,Coruña (A),2010M01,89.43
Índices,Vivienda,Coruña (A),2011M01,97.8
Índices,Vivienda,Coruña (A),2012M01,101.88
Índices,Vivienda,Coruña (A),2013M01,107.72
Índices,Vivienda,Coruña (A),2014M01,109.4
Índices,Vivienda,Coruña (A),2015M01,108.58
Índices,Vivienda,Coruña (A),2016M01,100.35
Índices,Vivienda,Cuenca,2002M01,61.35
Índices,Vivienda,Cuenca,2003M01,64.42
Índices,Vivienda,Cuenca,2004M01,67.03
Índices,Vivienda,Cuenca,2005M01,70.72
Índices,Vivienda,Cuenca,2006M01,77.11
Índices,Vivienda,Cuenca,2007M01,78.46
Índices,Vivienda,Cuenca,2008M01,85.55
Índices,Vivienda,Cuenca,2009M01,85.17
Índices,Vivienda,Cuenca,2010M01,88.04
Índices,Vivienda,Cuenca,2011M01,97.12
Índices,Vivienda,Cuenca,2012M01,103.55
Índices,Vivienda,Cuenca,2013M01,107.47
Índices,Vivienda,Cuenca,2014M01,109.5
Índices,Vivienda,Cuenca,2015M01,104.62
Índices,Vivienda,Cuenca,2016M01,95.6
Índices,Vivienda,Gipuzkoa,2002M01,66.98
Índices,Vivienda,Gipuzkoa,2003M01,69.79
Índices,Vivienda,Gipuzkoa,2004M01,72.12
Índices,Vivienda,Gipuzkoa,2005M01,72.87
Índices,Vivienda,Gipuzkoa,2006M01,78.7
Índices,Vivienda,Gipuzkoa,2007M01,80.9
Índices,Vivienda,Gipuzkoa,2008M01,84.19
Índices,Vivienda,Gipuzkoa,2009M01,90
Índices,Vivienda,Gipuzkoa,2010M01,90.82
Índices,Vivienda,Gipuzkoa,2011M01,97.19
Índices,Vivienda,Gipuzkoa,2012M01,102.5
Índices,Vivienda,Gipuzkoa,2013M01,106.74
Índices,Vivienda,Gipuzkoa,2014M01,109.09
Índices,Vivienda,Gipuzkoa,2015M01,109.97
Índices,Vivienda,Gipuzkoa,2016M01,104.67
Índices,Vivienda,Girona,2002M01,62.71
Índices,Vivienda,Girona,2003M01,64.95
Índices,Vivienda,Girona,2004M01,66.34
Índices,Vivienda,Girona,2005M01,70.03
Índices,Vivienda,Girona,2006M01,75.74
Índices,Vivienda,Girona,2007M01,78
Índices,Vivienda,Girona,2008M01,84.31
Índices,Vivienda,Girona,2009M01,86.7
Índices,Vivienda,Girona,2010M01,88.44
Índices,Vivienda,Girona,2011M01,97.44
Índices,Vivienda,Girona,2012M01,101.75
Índices,Vivienda,Girona,2013M01,106.04
Índices,Vivienda,Girona,2014M01,106.3
Índices,Vivienda,Girona,2015M01,103.29
Índices,Vivienda,Girona,2016M01,96.24
Índices,Vivienda,Granada,2002M01,65.64
Índices,Vivienda,Granada,2003M01,67.44
Índices,Vivienda,Granada,2004M01,69.31
Índices,Vivienda,Granada,2005M01,70.92
Índices,Vivienda,Granada,2006M01,76.78
Índices,Vivienda,Granada,2007M01,79.13
Índices,Vivienda,Granada,2008M01,83.87
Índices,Vivienda,Granada,2009M01,86.9
Índices,Vivienda,Granada,2010M01,88.43
Índices,Vivienda,Granada,2011M01,97.2
Índices,Vivienda,Granada,2012M01,101.88
Índices,Vivienda,Granada,2013M01,106.03
Índices,Vivienda,Granada,2014M01,107.9
Índices,Vivienda,Granada,2015M01,107.35
Índices,Vivienda,Granada,2016M01,99.9
Índices,Vivienda,Guadalajara,2002M01,65.42
Índices,Vivienda,Guadalajara,2003M01,66.99
Índices,Vivienda,Guadalajara,2004M01,67.24
Índices,Vivienda,Guadalajara,2005M01,70.27
Índices,Vivienda,Guadalajara,2006M01,77.18
Índices,Vivienda,Guadalajara,2007M01,79.45
Índices,Vivienda,Guadalajara,2008M01,83.94
Índices,Vivienda,Guadalajara,2009M01,86.83
Índices,Vivienda,Guadalajara,2010M01,88.37
Índices,Vivienda,Guadalajara,2011M01,97.68
Índices,Vivienda,Guadalajara,2012M01,102.16
Índices,Vivienda,Guadalajara,2013M01,106.89
Índices,Vivienda,Guadalajara,2014M01,107.88
Índices,Vivienda,Guadalajara,2015M01,106.22
Índices,Vivienda,Guadalajara,2016M01,97.98
Índices,Vivienda,Huelva,2002M01,67.75
Índices,Vivienda,Huelva,2003M01,68.8
