[TIEMPO],[GENERAL Y GRUPOS ECOICOP],[Measures].[IPC La Rioja],[Measures].[Var (%) mensual (La Rioja)],[Measures].[Var (%) anual (La Rioja)],[Measures].[Var (%) en lo que va de año (La Rioja)]
[TIEMPO].[2023].[Marzo (2023)],[GENERAL Y GRUPOS ECOICOP].[03 Vestido y calzado], 103,71, 1,9, 5,1,-11,7
[TIEMPO].[2023].[Marzo (2023)],"[GENERAL Y GRUPOS ECOICOP].[04 Vivienda, agua, electricidad, gas y otros combustibles]", 106,169,-2,4,-17,3,-3,7
[TIEMPO].[2023].[Marzo (2023)],"[GENERAL Y GRUPOS ECOICOP].[05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar]", 111,07, 0,4, 8,1, 1,0
[TIEMPO].[2023].[Marzo (2023)],[GENERAL Y GRUPOS ECOICOP].[06 Sanidad], 103,221, 0,3, 2,2, 0,8
[TIEMPO].[2023].[Marzo (2023)],[GENERAL Y GRUPOS ECOICOP].[07 Transporte], 111,264,-0,4,-4,0, 3,4
[TIEMPO].[2023].[Marzo (2023)],[GENERAL Y GRUPOS ECOICOP].[08 Comunicaciones], 101,871,-0,1, 2,3, 4,4
[TIEMPO].[2023].[Marzo (2023)],[GENERAL Y GRUPOS ECOICOP].[09 Ocio y cultura], 105,196, 1,0, 5,3,-0,3
[TIEMPO].[2023].[Marzo (2023)],[GENERAL Y GRUPOS ECOICOP].[10 Enseñanza], 101,102, 0,0, 4,0, 0,3
[TIEMPO].[2023].[Marzo (2023)],[GENERAL Y GRUPOS ECOICOP].[11 Restaurantes y hoteles], 112,146, 1,0, 8,5, 2,3
[TIEMPO].[2023].[Marzo (2023)],[GENERAL Y GRUPOS ECOICOP].[12 Otros bienes y servicios], 109,043, 0,3, 6,0, 2,2
[TIEMPO].[2023].[Febrero (2023)],[GENERAL Y GRUPOS ECOICOP].[00 Índice general], 111,38, 1,1, 6,5, 0,8
[TIEMPO].[2023].[Febrero (2023)],[GENERAL Y GRUPOS ECOICOP].[01 Alimentos y bebidas no alcohólicas], 120,247, 1,8, 15,9, 2,3
[TIEMPO].[2023].[Febrero (2023)],[GENERAL Y GRUPOS ECOICOP].[02 Bebidas alcohólicas y tabaco], 111,172, 1,7, 9,4, 2,9
[TIEMPO].[2023].[Febrero (2023)],[GENERAL Y GRUPOS ECOICOP].[03 Vestido y calzado], 101,788,-1,6, 4,3,-13,3
[TIEMPO].[2023].[Febrero (2023)],"[GENERAL Y GRUPOS ECOICOP].[04 Vivienda, agua, electricidad, gas y otros combustibles]", 108,747, 3,8,-5,8,-1,4
[TIEMPO].[2023].[Febrero (2023)],"[GENERAL Y GRUPOS ECOICOP].[05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar]", 110,641, 0,5, 8,3, 0,7
[TIEMPO].[2023].[Febrero (2023)],[GENERAL Y GRUPOS ECOICOP].[06 Sanidad], 102,884, 0,3, 2,2, 0,5
[TIEMPO].[2023].[Febrero (2023)],[GENERAL Y GRUPOS ECOICOP].[07 Transporte], 111,706,-0,7, 3,3, 3,8
[TIEMPO].[2023].[Febrero (2023)],[GENERAL Y GRUPOS ECOICOP].[08 Comunicaciones], 101,997, 0,1, 2,4, 4,6
[TIEMPO].[2023].[Febrero (2023)],[GENERAL Y GRUPOS ECOICOP].[09 Ocio y cultura], 104,168, 1,5, 4,1,-1,3
[TIEMPO].[2023].[Febrero (2023)],[GENERAL Y GRUPOS ECOICOP].[10 Enseñanza], 101,102, 0,0, 4,0, 0,3
[TIEMPO].[2023].[Febrero (2023)],[GENERAL Y GRUPOS ECOICOP].[11 Restaurantes y hoteles], 110,989, 1,0, 9,0, 1,2
[TIEMPO].[2023].[Febrero (2023)],[GENERAL Y GRUPOS ECOICOP].[12 Otros bienes y servicios], 108,708, 1,2, 6,0, 1,9
[TIEMPO].[2023].[Enero (2023)],[GENERAL Y GRUPOS ECOICOP].[00 Índice general], 110,148,-0,3, 6,2,-0,3
[TIEMPO].[2023].[Enero (2023)],[GENERAL Y GRUPOS ECOICOP].[01 Alimentos y bebidas no alcohólicas], 118,137, 0,5, 15,0, 0,5
[TIEMPO].[2023].[Enero (2023)],[GENERAL Y GRUPOS ECOICOP].[02 Bebidas alcohólicas y tabaco], 109,27, 1,1, 9,1, 1,1
[TIEMPO].[2023].[Enero (2023)],[GENERAL Y GRUPOS ECOICOP].[03 Vestido y calzado], 103,458,-11,9, 4,6,-11,9
[TIEMPO].[2023].[Enero (2023)],"[GENERAL Y GRUPOS ECOICOP].[04 Vivienda, agua, electricidad, gas y otros combustibles]", 104,764,-5,0,-8,6,-5,0
[TIEMPO].[2023].[Enero (2023)],"[GENERAL Y GRUPOS ECOICOP].[05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar]", 110,108, 0,2, 7,9, 0,2
[TIEMPO].[2023].[Enero (2023)],[GENERAL Y GRUPOS ECOICOP].[06 Sanidad], 102,53, 0,2, 1,9, 0,2
[TIEMPO].[2023].[Enero (2023)],[GENERAL Y GRUPOS ECOICOP].[07 Transporte], 112,518, 4,5, 6,8, 4,5
[TIEMPO].[2023].[Enero (2023)],[GENERAL Y GRUPOS ECOICOP].[08 Comunicaciones], 101,899, 4,5, 2,2, 4,5
[TIEMPO].[2023].[Enero (2023)],[GENERAL Y GRUPOS ECOICOP].[09 Ocio y cultura], 102,672,-2,7, 2,8,-2,7
[TIEMPO].[2023].[Enero (2023)],[GENERAL Y GRUPOS ECOICOP].[10 Enseñanza], 101,102, 0,3, 4,0, 0,3
[TIEMPO].[2023].[Enero (2023)],[GENERAL Y GRUPOS ECOICOP].[11 Restaurantes y hoteles], 109,935, 0,3, 8,9, 0,3
[TIEMPO].[2023].[Enero (2023)],[GENERAL Y GRUPOS ECOICOP].[12 Otros bienes y servicios], 107,461, 0,8, 5,6, 0,8
[TIEMPO].[2022],[GENERAL Y GRUPOS ECOICOP].[00 Índice general], 108,922416667, 0,475, 8,941666667, 4,275
[TIEMPO].[2022],[GENERAL Y GRUPOS ECOICOP].[01 Alimentos y bebidas no alcohólicas], 110,510166667, 1,091666667, 10,483333333, 7,175
[TIEMPO].[2022],[GENERAL Y GRUPOS ECOICOP].[02 Bebidas alcohólicas y tabaco], 103,636666667, 0,625, 3,616666667, 3,233333333
[TIEMPO].[2022],[GENERAL Y GRUPOS ECOICOP].[03 Vestido y calzado], 108,468416667, 0,575, 8,85,-4,133333333
[TIEMPO].[2022],"[GENERAL Y GRUPOS ECOICOP].[04 Vivienda, agua, electricidad, gas y otros combustibles]", 118,941416667,-0,166666667, 19,725, 3,741666667
[TIEMPO].[2022],"[GENERAL Y GRUPOS ECOICOP].[05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar]", 106,151583333, 0,675, 6,125, 4,541666667
[TIEMPO].[2022],[GENERAL Y GRUPOS ECOICOP].[06 Sanidad], 101,895333333, 0,158333333, 1,891666667, 1,441666667
[TIEMPO].[2022],[GENERAL Y GRUPOS ECOICOP].[07 Transporte], 112,034916667, 0,433333333, 12,083333333, 8,483333333
[TIEMPO].[2022],[GENERAL Y GRUPOS ECOICOP].[08 Comunicaciones], 98,71475,-0,158333333,-1,283333333,-0,733333333
[TIEMPO].[2022],[GENERAL Y GRUPOS ECOICOP].[09 Ocio y cultura], 102,648, 0,375, 2,658333333, 1,65
[TIEMPO].[2022],[GENERAL Y GRUPOS ECOICOP].[10 Enseñanza], 98,341833333, 0,3,-1,608333333, 1,125
[TIEMPO].[2022],[GENERAL Y GRUPOS ECOICOP].[11 Restaurantes y hoteles], 106,412333333, 0,625, 6,4, 4,666666667
[TIEMPO].[2022],[GENERAL Y GRUPOS ECOICOP].[12 Otros bienes y servicios], 104,45875, 0,433333333, 4,458333333, 3,266666667
[TIEMPO].[2022].[Diciembre (2022)],[GENERAL Y GRUPOS ECOICOP].[00 Índice general], 110,505, 0,2, 5,8, 5,8
[TIEMPO].[2022].[Diciembre (2022)],[GENERAL Y GRUPOS ECOICOP].[01 Alimentos y bebidas no alcohólicas], 117,525, 1,3, 14,0, 14,0
[TIEMPO].[2022].[Diciembre (2022)],[GENERAL Y GRUPOS ECOICOP].[02 Bebidas alcohólicas y tabaco], 108,038, 3,4, 7,6, 7,6
[TIEMPO].[2022].[Diciembre (2022)],[GENERAL Y GRUPOS ECOICOP].[03 Vestido y calzado], 117,431,-1,3, 3,8, 3,8
[TIEMPO].[2022].[Diciembre (2022)],"[GENERAL Y GRUPOS ECOICOP].[04 Vivienda, agua, electricidad, gas y otros combustibles]", 110,285, 1,1,-3,8,-3,8
[TIEMPO].[2022].[Diciembre (2022)],"[GENERAL Y GRUPOS ECOICOP].[05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar]", 109,918, 0,9, 8,2, 8,2
[TIEMPO].[2022].[Diciembre (2022)],[GENERAL Y GRUPOS ECOICOP].[06 Sanidad], 102,367, 0,0, 1,9, 1,9
[TIEMPO].[2022].[Diciembre (2022)],[GENERAL Y GRUPOS ECOICOP].[07 Transporte], 107,626,-5,1, 4,2, 4,2
[TIEMPO].[2022].[Diciembre (2022)],[GENERAL Y GRUPOS ECOICOP].[08 Comunicaciones], 97,541, 0,1,-1,9,-1,9
[TIEMPO].[2022].[Diciembre (2022)],[GENERAL Y GRUPOS ECOICOP].[09 Ocio y cultura], 105,56, 2,0, 4,5, 4,5
[TIEMPO].[2022].[Diciembre (2022)],[GENERAL Y GRUPOS ECOICOP].[10 Enseñanza], 100,844, 0,0, 3,7, 3,7
[TIEMPO].[2022].[Diciembre (2022)],[GENERAL Y GRUPOS ECOICOP].[11 Restaurantes y hoteles], 109,652, 0,9, 7,9, 7,9
[TIEMPO].[2022].[Diciembre (2022)],[GENERAL Y GRUPOS ECOICOP].[12 Otros bienes y servicios], 106,65, 0,4, 5,4, 5,4
[TIEMPO].[2022].[Noviembre (2022)],[GENERAL Y GRUPOS ECOICOP].[00 Índice general], 110,298,-0,1, 7,2, 5,6
[TIEMPO].[2022].[Noviembre (2022)],[GENERAL Y GRUPOS ECOICOP].[01 Alimentos y bebidas no alcohólicas], 115,96, 0,6, 14,5, 12,5
[TIEMPO].[2022].[Noviembre (2022)],[GENERAL Y GRUPOS ECOICOP].[02 Bebidas alcohólicas y tabaco], 104,466, 0,3, 4,3, 4,1
